Line_Number,Dominant_Topic_Number,Percentage_Contribution,Keywords_In_Dominant_Topic,Sentences
1424,0,26.63 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","i know that generic brand prescriptions arent as good as the name brand, for example the medicine people take when having theiroid disease, so maybe making the generic just as good as the name brand would help."
682,0,22.95 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","If there was higher pay for medical response teams, there would likely be more people to be working for the profession. Meaning faster response times."
477,0,22.79 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","Start education of health at younger ages, grade school (elementary up to high school)"
1421,0,28.46 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","The school shouldn't entirely get rid of all bad food. If healthy food is served all week then the children can get a reward such as chocolate cookies, jello, or a small slice of cake. Nutritionists will even tell you not to totally get rid of bad food because that will just make you crave it even more."
1550,0,27.04 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","Yes, these ideals should always be based on what is just. It wouldnt be right if I were a kid from a hardworking yet still living paycheck to paycheck family seeing our food being taken out of our fridge and put into another family's fridge just because they make less money- The Hardworking get punished. I've lived in my truck in the past barely making enough money to survive and living without health insurance. To many people that sounds like a risk but that's the card we have been dealt and you have to learn to live within your means."
255,0,22.22 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",Improve quality of hospital food.
1549,0,22.41 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",Yeah unfortunately the biggest preventive STEP that we could take is in our food. There are so many loopholes in regulations though that we are still eating poison.
911,0,22.22 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",gym memberships should not be so expensive.
1689,0,31.21 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",I think EDUCATION on preventive methods to illness would help significantly. So many of the common diseases or conditions are self inflicted and avoidable. I was diagnosed with Hypothyroidism at 22 and without knowing at the time what was wrong I thought I was dying. It took me going to an OBGYN ( thinking I have cervical Cancer) to find out that my hormones were out of wack. They immediately wanted to put me on the most expensive medication they could find ( which had a whole laundry list of side affects itself). With a little digging i found that a little exersice and healthy eating would naturally turn my condition around.
1459,0,22.03 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",Insurance companies should be better regulated and not making such outrages profits for what little they do to make healthcare better
1458,0,24.1 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","Some of the red-tape for healthcare providers should be streamlined.  When having surgery, they have to spend a lot of time going over repetative liability waivers which wastes time and resources"
885,0,22.98 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","if people maintain a healthy diet and exercise on a daily basis, then there would be no need for extra medications"
1688,0,30.36 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","There are some insurance companies that require a full physical before the will carry you almost like a pass or fail; If you you pass with good health you get a more affordable rate. However, most people with low incomes aren't able to afford all of the necessary things it takes to stay healthy like buying Organic foods, gym memberships, and supplements, etc. So these people are forced to either pay a higher insurance rate or have none at all. I do agree that there should be an incentive to leading a healthy lifestyle and maybe if gym memberships or ""healthy food"" discounts were offered through our employers or insurance companies it would help aid to a healthier lifestyle where healthcare wasn't such a burden."
459,0,23.08 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",facts are important
460,0,21.23 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",have more people in the medical field be searching for cures to diseases
1455,0,23.73 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",The money spent on marketing healtcare options and prescription drugs should be redirected in the system
894,0,26.88 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","i agree, proper healthcare should start in the home.  the parents need to be educated as well though, because a lot of times they'll go by what they were taught and at times that is not correct."
896,0,24.62 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","spreading knowledge about what an individual can do in certain situations, can help save a life and also prevent unnecessary costs.  for example, there are instances in which accidents occur and even though bystanders may want to help the people involved, they may not know how to and by the time the paramedics arrive at the scene some of the people affected by the accident may be in a worse condition than what they already were."
899,0,25.19 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",the way we get our meat supplies is unhealthy. more people should shop at farmers markets and buy organic foods
1797,0,31.79 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","I agree with preventative healthcare which also means some kind of workshop or information going out regarding how to prevent it. Things like cancer, however aren't as preventative (with the exception of maybe lung cancer or cancer brought on by a certain habit.)"
1800,0,24.59 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",I personally think that education is where a lot of these issues can end. If we start kids young learning good habits...
900,0,27.68 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",eat less sugars. once we quit craving something sweet it will be easier to eat healthy and more vegetables
1546,0,27.94 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",i know their are some benefits that healthcare companies offer if you live a healthy lifestyle. i think maybe our health insurance providers could offer some more incentives to a healthy lifestyle. maybe cheaper premiums and different kind of rewards.
1451,0,22.22 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",Drugs that are safe should be made OTC sooner to lower the cost
904,0,30.25 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","Create higher standards for meat and vegetable production. Actually enforce that these rules are stuck to with (most importantly) regular inspections. There are very few laws in place to protect animals that are aimed for slaughter. This affects everyone that supports the industry as well as the livestock. Shrinking factory farms to create more space for wheat/vegetables/greens that use less water, land, and financial resources would help with health, business expenses, product prices and deforestation."
1803,0,23.39 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",Providing natural alternative ways for medical issues (not including hemp).
290,0,22.81 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","Totally agree, this way the young generation will be open to ideas for future."
1450,0,25.24 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",Drug companies should have to account for how much is spent on R&D vs how much is spent on marketing to justify the cost of any drug.
908,0,24.01 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",children should be taught more on how to eat healthy and how it is going to benefit your health
912,0,27.96 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",people are sometimes too lazy to go work out so it is important that we exercise daily to prevent the risk of heart disease.
310,0,23.21 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",Intensify a committee that will find the perfect healthcare system for the US.
1420,0,23.54 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",This is true. I would leave school all the time because the cheese on the pizza would literally fall off in one piece.
1419,0,26.34 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",Coaches should take into consideration that not all students are athletic and not every child is at the same level. They should try to make everyone feel like welcome and not allow anyone to feel ashamed that they can't do what other more athletic kids can do.
1408,0,22.64 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",Little things matter in life.
1407,0,34.0 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","It all depends on the parents too. If the parents are aware of what food are being served daily and do not want their kids to be munching on them, then they should have an alternative lunch like by bringing their own sack filled with healthy foods if they care."
1002,0,23.64 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","agreed, if there is no health benefit to cosmetic surgery, then it should not be an option."
1004,0,22.42 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",we need to educate people about ways they can take care of themselves naturally to help avoid the need for many pharmaceuticals.
1842,0,24.04 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","legalize marijuana to be used as a ""better"" alternative to certain psychiatric drugs"
1007,0,22.22 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","I agree, This would also save money all around."
1405,0,24.76 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",Agreed. We can often at times be lazy especially when we have resources out there. Some of us takes the easy way out. instead of the long and difficult way.
1013,0,26.94 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","Instead of advising patients to take medication, they should be advised to take vitamin, eat healthier foods, and exercise constantly. Patients save money and increase the longevity of their lives by doing this."
1846,0,22.22 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",having more doctors on hand in hospitals to ensure quicker response time to emergencies
1671,0,22.64 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",Legalize assisted suicide too
213,0,28.68 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","instead of spending tax payers dollars on trying to prevent obesity that money could be better spent somewhere else. For those people who decide to be obese should have to pay for their own actions. They are adults an should be responsible for what they eat and drink, the government should not have to spend money on telling you not to eat fast food everyday or to exercise"
1398,0,21.57 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",Definitely agreed.
1025,0,26.25 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",Education of new parents is really important; especially when it comes to taking care of their children and even teaching upon them healthy lifestyles.
1853,0,25.24 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",sanitation and personal hygiene should be taught at an early age to have a better understanding of the importance of cleanliness.
1392,0,25.86 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",Children should be more informed about the health at an early age to prevent from any conditions that could lead u;p to it.
1526,0,23.44 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",The government should increase the requirements to pass physical education classes instead of allowing children to become so doughy.  I don't think providing a rope or a jungle gym is that expensive.
1391,0,22.22 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","only if they give out unhealthy and inedible food, which they shouldnt be doing to them"
487,0,23.64 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",Show people how to be healthy and stay healthy  :P
488,0,26.32 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",Food-Banks and Food-drives must provide healthier food for those in need
1386,0,23.33 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",fast food companies should follow regulating health rules if they want to prevent and decrease obesity in america
1385,0,25.81 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","since majority of the vegetables at food markets are thrown away because they can no longer be sold at a certain date, they should be donated to schools for the better and not waste food"
1409,0,27.78 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",Healthy habits start at home. If the parents are informed and willing to learn and take action for their own health then that attitude will have a trickle down affect on the kids. This will ensure that children will learn and possibly love who they are as a person and are more willingly to take care of themselves because you only have one body.
478,0,22.42 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",Eliminate non-important expenditures and direct them towards health care
483,0,21.67 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","Provide preventive care such as t-dap, menigitis, etc. to lower income and people who are not aware of the diseases."
1675,0,24.14 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",There should be some form of financial reward or incentive to those who lead a healthy lifestyle to encourage others to do the same
251,0,27.92 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","There's a reason America leads the world in health issues. Maybe it's the ingredients like fructose corn syrup, that can be found in every processed food sold in the market.  America needs to use other countries as examples when it comes to food. Even the most healthiest of choices aren't really all that healthy when you realize all the chemicals that are pumped into the food we eat."
1418,0,29.06 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",It would be cool if schools would put up nutrition and fact charts around the cafeteria or lunch line to show what the bad food does to them and what are the advantages of the healthy food.
249,0,22.75 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",I do agree with this point. I think it would be beneficial for both sides. However where would we draw the line for being healthy and non-healthy. I could also see the veiwpoints about people being discriminated   against if that point were to rise.
248,0,30.26 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","In these classes, they could also have some type of parent and student night where the kids tell their parents what they've learned and teach them about eating and living healthy so that the parents are informed as well and see how important it is."
976,0,22.22 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",There should be a more natural way to cure illnesses other than always using medication.
245,0,33.92 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","Eating healthy is a great way to stay fit and healthy but sometimes healthy food isn't always the most cheap, which is another reason why American's like to turn to fast food and other unhealthy but cheap and fast places. Maybe if we lowered the cost of the healthy foods more people would be in favor of buying healthy food."
244,0,25.18 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","Although community gyms are a good idea, there are already gyms out there that are lost of cost and easy to join. The only thing stopping people today from going there is our busy lives' schedules and lack of motivation. The problem is not to build more places for people to work out its the people themselves that need to make better choices on how to live healthy lives."
1415,0,24.23 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","gym class was always so boring, if they enforced games outside or inside that kept the kids constantly active running around and having fun then it wouldnt seem like a work out"
242,0,31.73 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","America's obesity rate goes up every year by a higher number. Adults already know what to eat and what isn't the best thing, so they should start in schools and make it mandatory for kids to have a nutrients class or something in that category and make the breakfast and lunch menu healthy if it isn't already. Not saying its going to drop the rates but its a start for them to drop."
241,0,22.81 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","The problem with that is to get a better response to get healthier or to lose weight you have to do both, eat right and workout."
240,0,27.1 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","With the cost in America increasing, I honestly don't see how anyone would expect any services to decrease. Especially the services of  in the medical field, as important as they are. I think the only thing that can be done to offset the rise in cost, is prevention. It is  however the  inevitable that one will become sick however. I believe it all starts with the financial aspect of life. When the financial area of life get better, i feel all other areas of life will fall in place. including healthcare"
980,0,28.73 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","Cosmetic surgery should not even exist unless it is done in the circumstances of malformation of the face or any other body part, or if in a car accident, and something happened to the physical appearance of a person. In other words cosmetic surgery should only be used to return physical appearances back to normal."
1414,0,34.98 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",kids used to stay and eat at school when they had fast food as an option. Simple. only serve healthy items under a certain calorie mark but the fast food label in the school cafeteria will draw the students in and keep them there. there are plenty of healthy foods served at fast food restaurants
679,0,24.11 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","If they were more response, they could have saved more lives"
236,0,26.67 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",I agree. I think putting nutrition classes in schools is the best way to inform people of the importance of eating healthy.
235,0,25.86 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",And also not as expensive. It's way cheaper and easier to eat off the dollar menus at fast food places.
234,0,25.54 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",on the education side they could make taking a nutrient class in middle school a requirement so they kids can learn how to eat healthy and what types of food are good for you and that are easy to make.
233,0,28.25 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",If they could make healthy food more widely available then maybe people will choose to make the healthier decision.
232,0,29.74 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",the problem with that is that eating out is so much cheaper and faster compared to trying to eat healthy so maybe finding a way to make healthier food cheaper would decrease the amount of money people spend on fast food.
1413,0,35.47 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","Because schools basically serve cardboard food for lunch, majority of the kids, whether they drive or not, go off campus and eat cheap fast food. no matter how many restrictions you put on it they will find a way to leave to go out to eat for lunch. To solve this, schools should get a better tasting as well as nutricious food menu for the kids to choose from"
1829,0,24.14 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",Giving families the option to keep their family member on life support longer
987,0,22.42 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","The cosmetic surgery brings in a lot of money, it should cost more and some of the benefits should go back to the people."
1860,0,23.56 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",stop genetically modifying our foods and teach the people how to eat more healthy.
311,0,22.02 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",Get more people involved in the flaws that US has rather than foreign ones.
879,0,22.22 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",more generic brands should be offered for prescriptions so that they will not cost as much.
780,0,25.42 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",Why an ID? Nobody is going to choke somebody to death with a condom. Allow anybody at any age to buy condoms. Safe sex is the best sex.
388,0,25.42 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","legalize marijuana, tax marijuana, use the revenue towards healthcare and also use the marijuana as a cheap medicine."
1535,0,27.92 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","I agree. if I agree. i work at a health club and insurance companies actually cover the membership costs for their members. There are age requirements for these types of programs. If the Government can give better tax breaks to these insurance companies, it could help with directing the spending towards getting our youth into health clubs and a more active lifestyle."
784,0,26.22 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","Produce medications that make people immune to nuclear fallout. That way, if a nuclear apocalypse happens, nobody will be dying from the fallout, juuust the explosion. And the wind."
1711,0,30.76 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","There should be no reward for not being lazy. It should be a societal responsibility to not be lazy in any aspect of life, especially in aspects that concern the individual personally, and through them, financially, the rest of society. However there could be one for encouraging others and picking them up and motivating people to do better than average."
384,0,24.37 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","people should be informed of how much it really costs to go to the ER, maybe it will serve as a deterrent to risky behavior."
786,0,26.32 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","Cure AIDs already. We know you have the money to fund research, do it already. Also, cure cancer while you're at it."
382,0,27.95 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",there should be a annual seminar held in schools to inform students of diseases that are common or expected to be common that year and the measures that can be taken to prevent the diseases.
790,0,20.73 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",$5 checkup? Take that subway.
378,0,22.02 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",community centers should offer seminars over healthcare for those adults that want to know more about it
1709,0,24.73 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",This could be a good idea. But instead of holidays perhaps just an event or big hoopla where there are a host of competitions and contests concerning healthy lifestyles and making good choices and have doctors and other qualified people talk about the benefits there are to being more active and healthy.
1539,0,24.96 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",The Healthcare industry should start focusing more on the younger generation because of the increasing stat in childhood obesity. Cardiovascular disease is the leading cause of death in the United States.
794,0,26.63 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",More money into research could be really helpful. We can find cure for Aids and other incurable diseases
734,0,23.33 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",I have no idea about Obama care or medic aid or any of the medical stuff. If government takes responsibility to help me know what all the stuff is then I would be so much better off
1705,0,21.78 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","I agree, many people don't realize and I am still learning that insurance companies run our health industry. They control what is approved by the FDA and other thing s that I don't think they should have the power to control. I still don't know much about how these companies go about having so much power over our healthcare system, but if there was a class offered to educate the masses on how corrupt this is im sure things will change."
1704,0,25.42 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",The FDA itself is a scam and i agree there are a few less expensive alternatives to leading a healthy lifestyle but it all boils down to education.
733,0,23.43 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",Use technology to educate younger kids about healthcare
732,0,26.44 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",I think smokers should be given more aid and should be sent interventions so they can get out of their smoking habits and live a healthy life.
729,0,25.93 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",or reward those who are living healthy lifestyles
368,0,20.99 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",teach all people about healthcare before they are adults
1499,0,30.44 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","completely agree, most teens arent aware of all the outcomes of sex, they think that if they use protection they'll be safe from any diseases or pregnancy. I understand most parents dont want the school to teach sex ed. but action needs to be taken with all the baby bumps going around high schools and even now middle schools."
779,0,22.02 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","Oh hey, we're on at the same time. It's not a cure that they need, it's the self-resolution to stop smoking."
727,0,26.48 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",make schools healthier to start a healthier lifestyle young and set a good example for the future
776,0,23.05 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",Give aid to smokers so they can be cured.
775,0,25.2 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","Did somebody say immortality? Somebody should find the fountain of youth, no more need for healthcare at that point."
414,0,23.54 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",educate the youth on how much their parents/guardians pay for them to stay healthy. education in schools
418,0,23.37 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",keep college students on their parents' health insurance until they are over the average age of graduation
1717,0,26.77 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","It starts with our children.  People past the age of 30 are stuck in their ways and harder to educate for this reason.  If we could begin to raise more conscientious children, we could see a change in the mindset and health of America."
411,0,23.02 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",natural sources used for medicine is a good way to keep the body healthy
1525,0,23.99 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",The age to enter into medicare should be increased due the fact that people are living longer.  The average lifespan for a human is no longer 72 but 83.  Also this will stop companies from dropping their employees from group coverage as soon.
1524,0,23.21 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",Emergency response time should be equal in all neighborhoods and not just the ones that are affluent.
761,0,23.46 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","People with a strong addiction would still buy them. They should show some pictures on cigarette packaging showing how it affects the lungs, mouth, and teeth."
1518,0,24.1 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",Physical education should also be improved because lack of funding towards it is another reason why people are contracting things such as high blood pressure and diabetes at younger ages.
763,0,21.81 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",educate americans on their health and nutrition
764,0,23.21 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",Technology can also be used to inform people on better health and nutrition choices
765,0,31.39 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","Instead of showing junk food commercials to kids and show healthier food alternatives instead, emphasizing on making the healthier choice."
1716,0,25.11 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","In all honesty, being healthy has to be ""so easy a caveman can do it"" before Americans are motivated to exert much effort.  Unfortunately, we just live in a day and age that if it doesn't come fast and easy, most Americans don't want to do it.  The mentality of our people needs to be reformed.  We need to get back to the days where everyone put in an effort to make this nation better.  Now people just want to sit back and tell the government to fix everything."
1517,0,25.32 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",I think that pharmaceutical companies should allow more drugs that can cure diseases to go under clinical trials than worrying about the fact that cures do not make money.
421,0,22.81 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",advance pharmaceuticals to our full potential in this technologically advanced age
1732,0,26.15 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",If the children were smarter about healthy lifestyles then there would be less unnecessary doctor visits which waste time and money and be less at risk for disease and accidents and we would be able to spend that money on those who need it.
422,0,25.15 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","find cures, experiment more, create medicines that cure rather than sustain"
1516,0,26.48 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",Preventative care should be the main focus of healthcare.  It is easier to prevent someone from contracting a disease than to try to cure one.
1531,0,21.82 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",The society should get more informed of current sicknesses in their districts.
1515,0,23.03 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","What if government were to take a big part of the budget towards healthcare and apply it to promoting/helping organic agricultural busniess. The biggest problem in americais due to what we are eating. We're not diseased because our conditions are bad, but because our food is not whole."
1514,0,21.82 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",If you think about it... why waste money on people that are really close to death.
744,0,22.41 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","Start using nuclear energy, fossil fuels cause people to choke and die."
1738,0,26.79 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",A lot of laws should be made in order to protect the patients against insurance company. Laws should be made in order to allow doctors to spend more time with their patients. More stringent rules should be made to abide pharmaceutical companies and prevent them from over pricing medicine.
456,0,25.05 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",keep the facts relevant and truthful. not lacking the full truth in order to make profit
726,0,23.56 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",allow virtual doctor visits to save time and money(video chat)
1493,0,34.18 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","I agree like for instance, some patients or even schools are now afraid to talk about topics such as teen pregnancy and using protection in the fear that the teens or people from middle to high school might think its okay to try certain things if it is being addressed already. Children(depending on age) on up to teenagers need to be informed on certain things if it isn't already addressed at home first that way they are more educated about the topic and more likely not to engage in such activity."
334,0,22.42 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",quit spending money on putting mcdonalds on every corner of every street too.
333,0,21.63 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",I 100% agree fully with this. One problem at a time. i think we should focus on getting out of debt first.
713,0,24.44 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","Allow stem cell research, why it's not being studied enough I don't understand."
712,0,23.21 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",Make medical marijuana easily accessible to everybody. Have a headache? Here's some weed.
