Line_Number,Dominant_Topic_Number,Percentage_Contribution,Keywords_In_Dominant_Topic,Sentences
588,0,18.44 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",Make more generic brands for medications that are too expensive
1046,0,20.39 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","there should not be patents on medicines that are new that last for 10 years, there should be a generic version out sooner than that so people can afford to get the medicine that they need"
308,0,18.58 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",Nurses should be required to know as much as a doctor that way they can be more useful whenever a doctor is not there.
592,0,16.93 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",doctors only care about the money and not the patients
1041,0,18.44 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",the insurance companies should not charge the elder more for there premiums just because they are old.
599,0,17.97 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","It will also help if emergency rooms were completely staffed, some hospitals only have the minimal amount of doctors working during certain times in order to reduce cost."
301,0,17.19 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",they do this already. The medicine cannot be widely distributed if it has major side affects that make the patient worse.
1170,0,16.33 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",They could also be rewarded with homework passes or test bonus points.
1284,0,18.39 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",What if there was kind of like an OnStar for medical things. Not like webMD but actual doctors or nurses or something for emergencies. Then you could do it from your phone and whatnot
297,0,22.47 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",The pharmacist should explain to the patients thoroughly about the medications like when to take it and with what or the side-effects of the medications.
295,0,16.93 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","It should be quick too, less waiting time for the patients."
1169,0,25.64 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",They should do a drug test or background check on everyone before prescribing them medicine. They need to come up with a shot that can be used instead of pain medicine for all of the people that failed. That way the doctors can still give them pain medicine but it cannot be abused.
1811,0,18.57 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","In some sense I believe specialized care is key. At the same time, when you have 5 doctors in one room for a single patient, it's ridiculous/."
292,0,20.63 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",The doctors should be able to interact with the patients easily.
291,0,16.93 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",Also the costs of the medications and alternate ways to pay for it.
604,0,22.28 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",That's why you would have colors to identify which case is more serious and you would use a number system to identify each patient. It would be the same as when they call out your name to take you back to your room
289,0,19.64 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",It is more manageable to track down patients' medical records from computer than piles of copy paper.
1039,0,24.97 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","All ER rooms should have the same equipment in them, and doctors need to be trained on how to properly check someone out after they have been in a wreck. the doctors in Eastland Texas missed 6 broken vertebrae, 2 broken ribs, and a shoulder injury because the doctors there either didn't have the right equipment or they are not qualified ER doctors."
1344,0,16.62 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",I think Nurses should be doing more than just just taking mediocre test that can be learned online.
1828,0,16.33 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",Making a visit to the doctors office or ER easier for those who do not have insurance
1591,0,15.66 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",one word CUba
208,0,19.42 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","When someone is overweight and they want to loose weight they will most likely go to the doctor and ask what the doctor has for them as a solution. Most doctors will suggest lipo-suction, body wraps, or weight loss pills. But has a doctor ever prescribed a healthy meal plan, or a work out schedule? Of course not! America is a business, Americans want money. Its very seldom that doctors will actually care about their patients more than making a profit out of them. Lipo-suction, body wraps and weight loss pills are quite expensive, healthcare does not cover it, in the end you are paying for confidence instead of working for it. What a caring doctor should prescribe is a dose of ""lay off on the McDonalds"", work out regularly and choose to be healthy. A healthy mindset can also build the confidence of a person for a lifetime and is the fuel for motivation."
1851,0,21.76 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","prevent doctors from taking advantage of patients by having a board that oversees doctors offices in a certain area, possibly have a board of individuals that will review each case within each hospital"
1852,0,18.18 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",additionally allow the nurses to do more without having to have the doctor do it. The nurse should be trained to do the additional tasks though.
204,0,16.62 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",What kind of levels should they have? Since you already have explained they are similar to the ones we already have today?
719,0,18.78 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",Local Doctors should be in areas where patients are needed.
202,0,19.21 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",The reason doctors use such important equipment is so that we can be treated to the best of their abilities. They are expensive because they are the best equipment.
721,0,21.11 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",Depression can't be treated that easily. Doctors should provide free treatment.
723,0,16.34 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","Use television ads, post flyers, and email people about mental health."
994,0,18.31 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",But a variation of this would help to keep doctors from asking for multiple tests that they know have nothing to do with the patients' illnesses
724,0,16.72 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",Stop selling drugs in stores or monitor where the drugs are coming from.
1857,0,29.52 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","having a universal database of information on each patient between every hospital and doctors office in the US would allow a faster treatment and would allow doctors to see what prior doctors and health professionals have prescribed the patient to see if it has worked or shouldn't be used again. Also allow the doctors to make little notes in the database on the patients such as allergies, or certain drugs that shouldn't be given to the patient."
728,0,19.21 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",make no room for diagnostic mistakes because that is costing millions in unnecessary medications
736,0,15.97 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",I wish we had that technology
737,0,15.36 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","We have this technology, people are just nervous about it"
741,0,19.02 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",Create technology that allows doctors to preform tests on a patient to make sure they are healthy.
742,0,18.57 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",Virtual doctors with video chat would be a problem because actual doctors are needed to perform treatment to individuals.
743,0,19.05 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","No point, the drugs will be sold on black market. Rather, increase awareness about drug abuse and give easy access to those who wish to have help."
987,0,17.79 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","The cosmetic surgery brings in a lot of money, it should cost more and some of the benefits should go back to the people."
1856,0,21.17 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","require doctors to explain different options of treatment rather than prescribing the patients with drugs. ex: rather than prescribing someone with medicine, the doctor could give the patient an alternative such as a change in diet, or a certain food group or a natural remedy that would be much more affordable."
249,0,17.51 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",I do agree with this point. I think it would be beneficial for both sides. However where would we draw the line for being healthy and non-healthy. I could also see the veiwpoints about people being discriminated   against if that point were to rise.
716,0,17.43 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",I believe a decrease in prices for medicine would help them afford the medicine they need.
1561,0,20.09 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",you never know what can happen and every person who is on this earth deserves help. Also every kind of this people can develop the medicine by trying new things when the patient agrees
246,0,21.36 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","In a way I agree with this statement. The hospital should only use the equipment necessary to treat the patient, but the reason the are so expensive is so that our patients can have the best treatment possible with the best equipment."
663,0,25.69 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","Unfortunately, a lot of times there are personality tests given to nurses and doctors but in time of crisis how can you say no you can't work with that patient because your personality will clash with theirs when you don't even have the time to evaluate the patient?"
1585,0,17.52 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",we need a quick fix for MRIs because we are running out of Helium which is needed for MRIs
1584,0,17.19 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",we need a nationwide data base for when a prescription is prescribed so that drug seekers cannot get a hold of too much medicine
1368,0,19.52 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",I was watching this show where the hospital was switching over to a new health care procedure when admitting patients to the ER. What i say was they were only allowed  an allotted time with the doctor/patient interaction and there was a script for protocol.The doctors felt like there wasn't enough time to thoroughly asses the patient and to for some type of contact to really understand the problem. With all that being said it could be where the healthcare system is going .
1581,0,24.29 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",The first thing they could do it lower the cost of over counter medicine. People genially pay a great amount for what the Doctor give you so they cost of medicine you can get in any sore should cost as much.
1015,0,20.22 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","I agree. But if this were set to action, then I think doctors would be much more careful on what tests they would administer to the patients, thus saving themselves money and the patient money; it's a win-win situation."
1014,0,23.33 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","That's true. It's like patient advocacy is no longer top priority; however, if having to earn equipment is the case, then I guess healthcare providers better work their butts off to earn them. No, it's not fair that healthcare providers have to earn special equipment, but if that's how it is, then might as well try to make the best of it for the patient."
996,0,19.87 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","new technologies should not be a privilege that needs to be earned by each hospital, hospice, clinic. they should be made more readily available for patients' sakes."
684,0,19.14 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",Technology needs to be better explained to patients before they are used.
1005,0,15.96 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",competition should be squashed to a minimum and we need to really research and figure out the true and best benefits of different medications.
449,0,16.93 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",lean towards more natural sources of medicine
1841,0,21.3 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",reduce the profitability of pharmaceutical drugs to drive the cost of medication down
698,0,17.1 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",Break the monopoly pharmaceutical companies have on medication to provide lower prices for needed medications.
220,0,20.8 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","We Americans rely to much on pharmaceuticals. I believe we should have tighter regulations on the drugs that can be prescribed by doctors, and over the counter medicines. I say this because there are many examples of patients becoming dependent on these drugs leading to other health care related issues."
219,0,20.58 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","Yes, there should be maximums for charges but I don't think it should affect their salary. Doctors have to pay to keep their office open and operating."
1563,0,18.11 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",The reason why we're in such a bind with our healthcare is because we're a take now think later society. we're spending billions of dollars on research and the use of pharmaceutical drugs. people turn to these drugs because its easy.
704,0,16.72 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",Provide easy way for people to get treatment for drug addiction.
1179,0,19.19 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","Health insurance could have requirements to have an annual check up with doctors to evaluate health by physical tests. If the individual can achieve a certain standard that aligns with a healthy balance and lifestyle, cost could be discounted for a certain amount of time until the following check up. If failed, no discount until one returns and proves otherwise"
315,0,19.59 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",Require all doctors to do a certain amount of pro bono work on special cases like sick children whose family's cannot afford medical treatment.
1160,0,18.78 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",They should at least get free or reduced annual check ups.
1159,0,17.04 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",They should be required to take a drug test.
1309,0,22.26 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","Pharmaceutical Company's make a lot of money even when they shouldn't because the drugs that are given to the patients aren't working . The medicine is either too strong and making them sick or nothing is improving, but in order to change the pharmaceutical drugs needs to alternate to a more natural substance and to test out the product more on different groups of people to ensure the quality of the drug."
1308,0,19.59 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",Mental health is a hard topic because the people in the facility need the special care but i believe that the patients don't need all of the drugs that are administered to them. In a sense less is more.
484,0,17.19 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",Increase the fund for technology in preventive medicine to fight future outbreaks and diseses
1125,0,21.09 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","have automated / self-service screenings, scannings like MRIs, X-Rays, and such guided by a computer to reduce cost of labor (except for the actual examination of the results which are provided by the doc)"
1751,0,20.45 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","I agree, i feel that these companies get away with that stuff because they are not challenge. I think that the prices in the US for medication are not what they really are. In the UK the same medicine costs about half the price;if not more, in medication."
1687,0,30.35 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","Educating the masses in a variety of areas of health care, especially the ones who are prone to make injunctions of their own health as well as potentially harming others around them, could save a lot of money. Those who are unaware of the dangers of doing too many drugs or even teenage pregnancies cost everyone around them money because they are unable to pay for their hospital expenses. Educating individuals further than the crap I've experienced throughout school would stop many of the people who do not realize the effects of their actions of society. There are people on life support who do not have family to pay for them or their own riches to keep them alive. Decisions have to be made if the technology is not available to save people. Care for elderly people, the mentally unstable, and persons with severe mental in-capabilities should not be paid for by the government and insurance companies but by the people who want them to be cared for, which in some cases there aren't any. If the disabled, physically or otherwise, are unable to or unwilling to contribute to society in any way shape or form and only hinder the progress of reform by literally and fiscally taking up space that could be used to advance technology or save more people from illness then they should be put down in order to utilize what resources we have more effectively. Doctors and psychiatrists should not be so apt to hand out prescriptions for drugs, especially with mental disorders such as depression. It creates problems not only through the patients but as well as those that need to be hospitalized for obtaining, either from buying them from the patient or stealing them, drugs and using them in manners that they were not intended to be used for. Other treatment should be used first and drugs should be seen as a last resort instead of a means of getting the patients out of the office. Possibly subsidizing more of the costs of hospital expenses could lower the costs that the hospitals themselves pay, and through that lower insurance costs and out-of-pocket expenses from the patients. People need to be more responsible, or taught to be, when it comes to health care and the costs. If an uninsured person has to go to the emergency room, there is no time to make sure that that person has health insurance, and if they do not then the rest of society has to pay for it either literally or through hospitals having to cut back on staff, technology or quality of medicine and procedures. If we explore the possibilities of advanced technology we could potentially cut back on spending by removing the need to have to use invasive and costly surgeries and therapy."
1126,0,18.89 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",tax the wealthy (350k annual income) at a 5% increase to reduce costs of simple procedures only
1752,0,22.42 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",The cost of going to medical school should be reduced. There are many students who decide not to go into the medical field because of school costs. If the costs would change. we would have more doctors. Many people cannot afford such high costs. If we need more doctors then why not reduce the cost of medical school by some?
1744,0,19.14 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",The cost of x-rays should be reduced.
402,0,17.65 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",make it a law for all hospitals with the specific expertise for a patient to be required to give aid to patients
496,0,16.33 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","all doctors should accept the same insurance across the board, not having the option for certain doctors."
1758,0,19.55 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","the cost of lab reports, x-rays, pre screenings, all should be reduced."
1682,0,16.42 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",Better technology could make processes more productive and efficient.
1759,0,15.66 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","I know some do that, but most don't, should they be forced, or maybe get nurses on their as well."
393,0,16.93 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",improve the technology but not so much the cost goes even higher
1760,0,20.63 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","The cost of the techology should be helped, and reduced. one reason why healthcare is so expensive is that the machines that could save our lives, costs the hospitals millions of dollars, which in turn causes them to raise their cost to treat a patient."
391,0,16.2 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",reduce the price of condoms
390,0,24.88 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","reduce the power of pharmaceuticals by reducing prices and make them search for ""cures"" which cost less money as opposed to ""treatment"" which will cost a lot more"
1683,0,19.59 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",Doctors should have to pass a handwriting test prior to them being allowed to write prescriptions.  That could prevent thousands of mistakes and lives being lost
1761,0,19.98 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","I also say give more responsibilties to nurses. Let them take control sometimes, just as long as their properly trained. I know most nurses with an MBA can pretty much do everything doctors can do, except prescribe medicine."
1742,0,16.33 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",Some pharmacies charge an extra fee to order medication. Why is that? That shouldnt be needed.
1741,0,20.45 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","after seeing a doctor for your medical issues, there should be a onling 24-7 chat with either a doctor or a nurse. Or at least some sort of email so that the doctor can respond right away."
447,0,16.93 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",loosen restrictions on certain over-the-counter drugs
1721,0,19.69 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","Prescription meds.... there needs to be a low low does of these meds that are ""over the counter"" If i have strep throat why must i go to the doc just to get him to sign his name so i can get what i need. Having the ability to buy a antibiotic or other useful drug at a low dose will keep many people out of the docs office."
1722,0,15.29 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",Ship all the sick to Guantanamo  HA sorry i just could not resist.
1316,0,19.21 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",As of the mental health patients i believe that sometimes the healthcare providers might issue drugs just so the patient can try or might not need.
442,0,22.82 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","the amount of prescription medication on the market should be revamped, there are way too many different medications for the same things and the side-effects are worse than the symptons"
1710,0,19.64 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","I agree that technology is advancing faster than education, but on the societal aspect. There is a major gap between those who create the newer and newer technology and the consumers and general population. I think its fine that technology is ahead of education, however the gap should not be as wide as it is and it should not be growing at the same rate."
1103,0,18.12 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","The importance of the military should not be undermined. However, we in the US are as further away from doing that than any nation in the world. The United States spends more on military than any nation in the world. A lot of that spending is superfluous and there is plenty of room to make budget cuts there."
465,0,19.9 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",If the side effects outweigh the benefits of a drug the drug should not be used
421,0,16.82 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",advance pharmaceuticals to our full potential in this technologically advanced age
1113,0,21.63 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","Raising the quality of medicine and care should be our top priority. Doctors should praise  not by the amount of  patients they treat, but the quality of healthcare they give to the patient. Most doctors today get paid regardless on how well they treat you. This should be reformed!"
1702,0,18.45 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",Technology is advancing farther and faster than education.  The two need to catch up and progress at the same pace.
1096,0,17.46 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",Investing in emerging healthcare companies will increase competition and hopefully lower the price of medication and equipment.
1118,0,17.83 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",Pharmaceutical companies could be taxed each time they release a new medication so that over-prescribing antibiotics and forcing people to pay an immense amount of money for medicine could be reduced.
1738,0,21.96 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",A lot of laws should be made in order to protect the patients against insurance company. Laws should be made in order to allow doctors to spend more time with their patients. More stringent rules should be made to abide pharmaceutical companies and prevent them from over pricing medicine.
427,0,15.76 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","Money as in, decrease unneeded costs such as political position salary rate"
1739,0,18.11 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","the cost of mediciations should be reduced, as we need medication for the smallest things."
1740,0,20.94 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",the cost of visiting a doctor should be reduced. Office visit fees should either be taken off or reduced.
476,0,18.51 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",Fund technology for pharmaceuticals to better enhances the treatment to a sickness
1097,0,18.45 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",Reforming the patten to lower the amount of time a pharmaceutical company can hold the right to monopolies their product will help a lot
498,0,17.14 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","maybe not a lot easier, but definitely a lot more affordable."
1764,0,20.3 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","this is quite true, at times there are people who are in dire need of medications for a certain amount of time, but are unable to keep on purchasing them due to their high costs"
502,0,16.93 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",yes because many times the drug itself is worse than what is being treated.
1148,0,20.24 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",This could be done by keeping the patient's insurance information confidential from the nurse by having another person designated for any insurance information/claims.
1070,0,18.15 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",Educating the public about most common diseases and explain how they can lower their risk may help reduced the amount of people that will need to be treated for certain diseases.
344,0,16.33 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","If some people cannot afford being treated, then they won't be able to afford buying the technology to do this."
1067,0,24.51 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","Subsidizing companies can only go so far. Doctor's will be reluctant as this might reduce their earnings. This problem can be circumvented if the government comes up with new laws to assist doctors in other ways. For example, doctors can be made eligible for lower interest rates when taking out mortgages or perhaps their children can be provided with reduced fiscal costs. The idea is that reduced expenses will negate their somewhat reduced earnings which would occur from lowered healthcare bills."
1066,0,25.47 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","I believe that pharmaceuticals should be made available to patients, at minimal costs; provided they have a prescription for it of course. The cost of medicine piles on to already burgeoning hospital bills. The government should look into subsidizing pharmaceutical companies as much as possible to enable them to lower prices for the more expensive pharmaceutical products, which are in high demand i.e. expensive medicines which are sought by a large number of patients because the disease / ailment it is used for is somewhat widespread."
1288,0,17.25 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",The technology have been improving drastically
548,0,18.57 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",Certain labs and tests are too expensive for some people there need to be fairly equivalent alternatives for those who can't afford those labs and tests
1059,0,19.55 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","True, but then nurses would have to get paid more for their jobs and maybe there would be no point of having doctors anymore."
1147,0,18.64 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",Having more doctors available could help this so that they have the time to really assess a patient instead of running around trying to get to everybody.
1337,0,18.44 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce",alot of doctors are overwhelmed and in a rush to get to the next patient
1152,0,20.47 %,"doctor, patient, cost, drug, medicine, person, medication, nurse, technology, reduce","Agreed. A free drug test. If that drug test is failed, then they would have to wait an entire year to be able to apply for annual healthcare again. If the drug test is passed, then the first screening should be free."
