Line_Number,Dominant_Topic_Number,Sentences,Keywords_In_Dominant_Topic
1049,0,"of course they first learn in the home, but some children eat 2 meals at school so having healthy and nutritious food to give them will be better for everybody.","school, healthy, food, class, student, job, teach, state, high_school, emergency"
414,0,educate the youth on how much their parents/guardians pay for them to stay healthy. education in schools,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
765,0,"Instead of showing junk food commercials to kids and show healthier food alternatives instead, emphasizing on making the healthier choice.","school, healthy, food, class, student, job, teach, state, high_school, emergency"
1048,0,the schools need to serve better food to our children so they can develop the good eating habits they will need as adults.,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
1389,0,every kid loves going outside instead of staying in a classroom all day sitting around and working on work that they know they will not put full effort into it,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
619,0,all birth control should be free. $50 dollars a month for a college-student or non college student is alot,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
767,0,"It is safe to say that Almost everyone in the US has access to the internet, either through public libraries, school, or smart phones, so people should do a little research about how to stay healthy not wait on what the government tells them what is healthy and what is not.","school, healthy, food, class, student, job, teach, state, high_school, emergency"
1388,0,"if people hosting them or moderating them were more motivated, students and kids would also be motivated to participate in such events","school, healthy, food, class, student, job, teach, state, high_school, emergency"
771,0,"Maybe make obese concentration camps. Once their BMI gets below obese, they can leave.","school, healthy, food, class, student, job, teach, state, high_school, emergency"
873,0,schools should require flu shots so that there is a less likely chance for it to spread throughout campus,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
1385,0,"since majority of the vegetables at food markets are thrown away because they can no longer be sold at a certain date, they should be donated to schools for the better and not waste food","school, healthy, food, class, student, job, teach, state, high_school, emergency"
1167,0,"Students in high school when taking their fitness tests could be challenged to increase their performance (and thus their fitness) as time goes on, and be provided incentives to do so. Simple things like a free party, or better yet, a day outside could be an award.","school, healthy, food, class, student, job, teach, state, high_school, emergency"
1168,0,"In order to combat diabetes and heart disease, both of which are deadly conditions in America, we could make the fitness community more popular. Youtube and television programs are already gaining popularity with Dr. Oz and amateur youtube stars. If awareness is spread of fitness, more people would be less likely to fall ill to complications like heart disease and diabetes. Appeals to many different types of audiences would need to be tried. For kids, maybe, the focus should be how physical activity can be fun and friendly. For adults, say we focus on the logical health benefits to being fit. And young adults perhaps the aesthetic appeal to being healthy. put the adverts where sedentary people would see them (in video games, at the store, tv, whatever).","school, healthy, food, class, student, job, teach, state, high_school, emergency"
243,0,"Dietary medications is not the way to go for losing weight or to get healthy. So why not take those off the shelves and with that money make it more reductive in another way. As in schools, gyms, people.","school, healthy, food, class, student, job, teach, state, high_school, emergency"
1171,0,The school/teachers could do fundraisers to help with this cost also.,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
1172,0,"They should be required to run one mile every week. On the other days, they could play fun games to keep them from getting burned out and not liking PE anymore.","school, healthy, food, class, student, job, teach, state, high_school, emergency"
1174,0,It should be required every year during junior high and high school instead of just one credit for 3-4 years.,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
1384,0,"schools should feed the students for cheaper fees and also feed them healthier stuff like vegetables instead of majority processed meat that is really unhealthy for everyone, especially kids with weak metabolism","school, healthy, food, class, student, job, teach, state, high_school, emergency"
1176,0,I agree and also events for school wide marathon competition or fitness courses with a variety of awards. Fitness is just as important as education and things like this should be enforced,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
1177,0,"It would be good include more physical activity choices for schools as well, such as different sports, swim team, wrestling, martial arts and others in more school to encourage better fitness and make it fun","school, healthy, food, class, student, job, teach, state, high_school, emergency"
1165,0,Funds should be given to schools to have healthier cafeteria food as well,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
1905,0,try to recruit more teachers for nursing and med programs,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
1842,0,"legalize marijuana to be used as a ""better"" alternative to certain psychiatric drugs","school, healthy, food, class, student, job, teach, state, high_school, emergency"
181,0,"I think putting psychology or the study of the mind that is not biology be put into a required study in high school. During your high school years is when children decide they want to grow up, they start learning more about the outside life and what can happen. During the high school years, we face more problems with bullying of others because they are different. Why not provide a class and teach students about mental illness, because there are minor and major ones to talk about. And let the students be aware that the things they do can trigger something in someone, or you can help someone.","school, healthy, food, class, student, job, teach, state, high_school, emergency"
518,0,"create apps for phones and computers that can accurately track the correct amount of calories you eat and burn throughout the day, not necessarily just calories burned at the gym","school, healthy, food, class, student, job, teach, state, high_school, emergency"
517,0,make gym memberships cheaper and closer to home,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
516,0,require elementary and middle schools to keep their children active in gym activities or at recess,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
251,0,"There's a reason America leads the world in health issues. Maybe it's the ingredients like fructose corn syrup, that can be found in every processed food sold in the market.  America needs to use other countries as examples when it comes to food. Even the most healthiest of choices aren't really all that healthy when you realize all the chemicals that are pumped into the food we eat.","school, healthy, food, class, student, job, teach, state, high_school, emergency"
514,0,also many restaurants should start cutting back on portions size,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
250,0,"I agree with your comment. Dietary medications is there as a fast way to lose weight. It is not the best way, or the most safe way to lose weight either. Its there to the people with the available resources to acquire such medications. Losing weight in gyms or by a diet is considered to be to slow. People fail to realize that losing weight via diet or exercise has many secondary benefits. Benefits you can't achieve by using medications","school, healthy, food, class, student, job, teach, state, high_school, emergency"
507,0,there should emergency centers within 5 miles of any population of people,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
829,0,calorie labels in fast food and restaurant chains should be mandatory so that people will know what they are eating,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
1212,0,"the prices of delivering a baby should be lessened. it's sad that it costs a fortune to be born, a fortune to live, and a fortune to die. since the population will no doubt increase, and HAS been increasing, the price should be lopwered, sine  babies are being born everywhere, everyday, all day.","school, healthy, food, class, student, job, teach, state, high_school, emergency"
851,0,medical school should be cheaper and more scholarships available. professors who teach in medical school should be paid more encouraging them to properly educate the students,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
501,0,"instead of all of the advertisement seen of fast foods, cigarettes, and alcohol, there should be advertisements promoting healthy habits.","school, healthy, food, class, student, job, teach, state, high_school, emergency"
248,0,"In these classes, they could also have some type of parent and student night where the kids tell their parents what they've learned and teach them about eating and living healthy so that the parents are informed as well and see how important it is.","school, healthy, food, class, student, job, teach, state, high_school, emergency"
495,0,"elementary, middle, and high school students should be taught about healthcare, insurance, and medical schools","school, healthy, food, class, student, job, teach, state, high_school, emergency"
234,0,on the education side they could make taking a nutrient class in middle school a requirement so they kids can learn how to eat healthy and what types of food are good for you and that are easy to make.,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
477,0,"Start education of health at younger ages, grade school (elementary up to high school)","school, healthy, food, class, student, job, teach, state, high_school, emergency"
488,0,Food-Banks and Food-drives must provide healthier food for those in need,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
1609,0,"I was with my grandpa at the hospital, and there was an indian intern who came in for respiratory treatements, and I wanted to punch him in the face.","school, healthy, food, class, student, job, teach, state, high_school, emergency"
239,0,"Throughout middle school and high school I had nutritional classes, and like many other elective classes throughout school many students really failed to comprehend, and assess  the severity of the problems we live in these days. Every cause has an effect. I do think classes like that help, but if the student sees their parents eating fast food daily, nutritional classes become useless. Outside influences are very powerful during the adolescent years.  Its important that we pass down healthy lifestyles, from generation to generation.","school, healthy, food, class, student, job, teach, state, high_school, emergency"
1611,0,"If more students were involved in taking job opportunities at PhysScribe Inc, or volunteered at hospitals to assist medical teams, care could be administered to patients more frequently while students did all the small and inattentive details.","school, healthy, food, class, student, job, teach, state, high_school, emergency"
242,0,"America's obesity rate goes up every year by a higher number. Adults already know what to eat and what isn't the best thing, so they should start in schools and make it mandatory for kids to have a nutrients class or something in that category and make the breakfast and lunch menu healthy if it isn't already. Not saying its going to drop the rates but its a start for them to drop.","school, healthy, food, class, student, job, teach, state, high_school, emergency"
470,0,Divert funds to states and let states decide how health care should be administrated,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
454,0,instill more nutritional values in young kids so their foundation is knowledge in healthy eating and lifestyles,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
521,0,"school lunches are horrendous too, make them healthier","school, healthy, food, class, student, job, teach, state, high_school, emergency"
525,0,first for the healthy companies to afford these ads they must sell more product,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
1555,0,"Healthcare should do a better job at foreign health screenings, there are diseases and parasites that used to be extinct in this country that have come back with full force.  For example, tuberculosis was essentially wiped out but has some how become a threat in the U.S. again.","school, healthy, food, class, student, job, teach, state, high_school, emergency"
183,0,"I believe the gist of Obamacare is to utilize preventative care in the U.S. so that people won't be at risk for diseases they could have avoided simply by changing some aspects of their lifestyle. This should definitely be enforced in young students because the earlier you start teaching them about healthy diets and exercise, the more inclined they will be to practice them in reality.","school, healthy, food, class, student, job, teach, state, high_school, emergency"
184,0,Instead of having more schools eliminate recess hour maybe have teachers actually exercise with the kids and do organized games with the kids for 30min.,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
185,0,Instead of having the nasty stuff cafeteria serve have healthy pre-made lunches that are tasty,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
186,0,Have PE teachers teach about healthy food alternatives and have them show them fun ways they can exercise at home,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
187,0,When having the Holiday parties at school instead of the kids bring a lot of junk food have them bring healthy foods and a couple things that are junk food,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
188,0,Have workshops in the school that can help kids be active and think about the healthy alternatives while they are at home or even at school,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
189,0,Schools try to get the parents involved with healthy eating habits so when they get home they could do what they learned with there kids,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
190,0,"When the kids have field day make it a healthy choice day too, so it shows that kids are having fun being active and making healthy choices","school, healthy, food, class, student, job, teach, state, high_school, emergency"
523,0,take steps toward ending childhood obesity,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
558,0,There should be more volunteer opportunities and internship.,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
194,0,Have a TV show for kids and teach them how being healthy can be or then maybe a reverse image.,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
195,0,"This is a good idea but it would be hard on some teachers. Maybe have like sections of classes/a hallway go to outside and play(out side of recess/lunch). Also some kids love recess, and some hate it...","school, healthy, food, class, student, job, teach, state, high_school, emergency"
196,0,Maybe having state ladders for healthy families and where they rank for life style/food choices etc... I know I'm naturally competitive and it could spark some to take another step onto a healthy path. The question would be how to make it competitive without the effect of feeling bullied if your at the lower end or behind someone.,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
259,0,Doctors could start making house calls again.,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
802,0,Emergency services have been very pro-active during the Boston Marathon bombings and Waco Fertilizer explosion.,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
860,0,they should change the high school curriculum so that its more beneficial for students after graduation,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
1351,0,everyone must join a armed force department.,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
856,0,"More useful everyday skills should be requirements to be taught in school. (Budgeting, balancing checkbooks, automotive, how to apply for jobs, writing resumes/cover letters, insurance, self-medical care, etc.)","school, healthy, food, class, student, job, teach, state, high_school, emergency"
1347,0,School control lunches hurt healthy kids.,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
193,0,An advertise program that has celebrities/professional sport players eating/drinking health food/drinks. Everyone takes in to consideration be it negative or positive about the ad and when they are shopping.,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
1052,0,"children should get more exercise at school instead of sitting in there desks for most of the day, they only get 15 minutes outside after lunch and then they are confined to there desks. we keep saying that obesity is a problem with the youth its because they don't get to move around for most of the day. its hard to get them to go outside after being trapped inside all day because they then have a tone of homework to do. they should have PE every day and a longer recesses. it has been shone that children who get to run around in the middle of the day perform better on test and all around in school because they have gotten to clear there heads and run out some of the energy they have that was keeping them from focusing","school, healthy, food, class, student, job, teach, state, high_school, emergency"
773,0,Ban cigarettes by burning tobacco.,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
1944,0,Teach students about the different types of caloric diets,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
650,0,"I agree, kids are engaging in sexual activity alot younger these days","school, healthy, food, class, student, job, teach, state, high_school, emergency"
1149,0,The teachers required to teach should be certified in teaching nutrition (i.e. degree in nutrition/fitness/ etc.) instead of coaches who teach the course just to coach a sport.,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
652,0,there should also be some type of over the counter yeast infections pills in case the items on the shelf do not cure the problem,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
1928,0,"feed students in school healthier, nutrient-filled lunches rather than what's cheapest to make","school, healthy, food, class, student, job, teach, state, high_school, emergency"
653,0,This would be great if you could get the teenagers more involved who are at more risk of it.,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
67,0,I agree and the more technology advances the more job opportunities for people without jobs leading to less dependent people on healthcare.,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
1692,0,"Educate those that are not aware how cheap it is to be healthy. Gym membership 10.95 (fitness connection) $1.89 lb of chicken breasts. Water is free, Organic is a sham, sorry but look at what the FDA considers organic, the rest is just marketing labeling, so you dont have to overpay for fruits and greens.  And supplements are an aid, (most are crap anyway) so not needed. This education of finding alternatives is pretty important i feel to help the less poor realize they have options other than hot dogs to feed the kids cause they are cheap.","school, healthy, food, class, student, job, teach, state, high_school, emergency"
660,0,"This is where some of tax dollars need to be going to, not only that but get the students more old school games. Also, get families involved in doing sports together such as family soccer games against other families. Do things that used to go on in the 80's and 90's where schools, churches, and communities came together to do sports and activities together for the bettering of the children.","school, healthy, food, class, student, job, teach, state, high_school, emergency"
1934,0,have fresh out of med school students develop relationships with mentors throughout their whole career so if they need advice on anything they have someone,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
1415,0,"gym class was always so boring, if they enforced games outside or inside that kept the kids constantly active running around and having fun then it wouldnt seem like a work out","school, healthy, food, class, student, job, teach, state, high_school, emergency"
902,0,medical school should not be as expensive so that more students can have an equal opportunity to go to school and come out not in so much debt :),"school, healthy, food, class, student, job, teach, state, high_school, emergency"
30,0,"I think that emergency room visits should be free, if the emergency is one of actual concern. Not an ""emergency"" involving a headache or stomach problems that could be solved with over the counter medication, but rather emergencies involving deep cuts or severe infections.","school, healthy, food, class, student, job, teach, state, high_school, emergency"
1414,0,kids used to stay and eat at school when they had fast food as an option. Simple. only serve healthy items under a certain calorie mark but the fast food label in the school cafeteria will draw the students in and keep them there. there are plenty of healthy foods served at fast food restaurants,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
1413,0,"Because schools basically serve cardboard food for lunch, majority of the kids, whether they drive or not, go off campus and eat cheap fast food. no matter how many restrictions you put on it they will find a way to leave to go out to eat for lunch. To solve this, schools should get a better tasting as well as nutricious food menu for the kids to choose from","school, healthy, food, class, student, job, teach, state, high_school, emergency"
689,0,Break the social stigma that going to the doctor once every few years is not a way to keep yourself healthy.,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
1412,0,agreed. I am guilty of doing the bare minimum in the fitness grams. In my opinion it was stupid because I was already on a varsity sports team all throughout high school so I did not need to do an extra practice in the middle of school. In order to motivate people more they should break it up into smaller groups because it was easier for some of the out of shape people to blow it off because they didn't want to put effort and fail in front of everyone,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
321,0,The waiting is too long for emergency care. May be they should start improving with the emergency unit first.,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
1940,0,Change the condition of schools. What I mean by that is have schools and other places of education go through reforms such as removal of soda and snack machines that why children and adults do not have access to unhealthy food. This a step towards having people less likely to go to hospitals down the road from an unhealthy diet.,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
911,0,gym memberships should not be so expensive.,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
905,0,"Why not create free/cheap community classes for this? Think first aid/CPR/emergency preparedness classes held at schools, gyms, community centers, or church-type places. Maybe organizations like the Red Cross could teach them.","school, healthy, food, class, student, job, teach, state, high_school, emergency"
1949,0,if they don't want to take health classes in high school give them the option of taking a yoga/pilate/crosfit/zumba class (something to keep them active),"school, healthy, food, class, student, job, teach, state, high_school, emergency"
1704,0,The FDA itself is a scam and i agree there are a few less expensive alternatives to leading a healthy lifestyle but it all boils down to education.,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
1948,0,make children in school take more than one health class in four years of high school. there should be at least one health class per each academic school year,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
1406,0,"Yes definitely agreed. When I was in highschool, many people did not try and often lied about the results. Some high school teachers are not strict either when it comes to those fitness grams that happens per year.","school, healthy, food, class, student, job, teach, state, high_school, emergency"
1407,0,"It all depends on the parents too. If the parents are aware of what food are being served daily and do not want their kids to be munching on them, then they should have an alternative lunch like by bringing their own sack filled with healthy foods if they care.","school, healthy, food, class, student, job, teach, state, high_school, emergency"
377,0,"have a class over healthcare in high school, make it a required class","school, healthy, food, class, student, job, teach, state, high_school, emergency"
317,0,"The U.S. should do away with abstinence-only education in high schools, and start teaching safe sex practices. Teenagers are going to have sex no matter what so they should be well informed on methods of contraception so they can adequately protect themselves from STDs and unplanned pregnancies.","school, healthy, food, class, student, job, teach, state, high_school, emergency"
394,0,have school make it mandatory to get vaccinations or flu shots to keep the school sanitary,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
1417,0,"During gym class it always seemed like there was a game or activity being played that let other kids dominate. For example, the coaches would pick soccer or volleyball where only a couple of kids were good, and others either felt embarrassed or not good enough. Games should be played where everyone has an advantage and no one feels left out.","school, healthy, food, class, student, job, teach, state, high_school, emergency"
1927,0,ingrain healthy eating habits starting in elementary school so children grow up making better dietary choices,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
1078,0,"emergency services in bigger cities are at a disadvantage because anyone can go there with or without insurance. therefore the wait can be substantially longer because a kid without insurance has the flu. that's why i think there should be separate hospitals for people without insurance to go without a real emergency, leaving the ER to do what it was intended to do and allow shorter wait times for the patients with an actual emergency","school, healthy, food, class, student, job, teach, state, high_school, emergency"
1675,0,There should be some form of financial reward or incentive to those who lead a healthy lifestyle to encourage others to do the same,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
1057,0,Integrating more physical activities into a child's daily life will help form good habits in the future that include working out on a day-to-day basis. I also think that school boards should come up with healthier meals for students and not offer a high-lipid food such as pizza as an alternative to what the main course is.,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
88,0,"maybe educating the ""youth"" about healthcare or healthy habits will get them interested and start wanting to learn more...or at the least, make them aware of how to live ""healthy"" so that they'll be less likely to be obese, reckless, etc.","school, healthy, food, class, student, job, teach, state, high_school, emergency"
637,0,I agree with this 100% but when would we start teaching these types of things to people? I think the younger they are the better because then they don't start making bad habits. Habits are hard to break especially bad ones and if you are waiting till college to start them then it would be next to impossible to do anything about it.,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
1056,0,"If doctors, nurses, and all medical staff should be required to take a day or more break if they are noticeably experiencing burn-out. While a person is ""burnt out"" they are overwhelmed to the point where it affects their work performance and life. If burn out can be prevented it should.","school, healthy, food, class, student, job, teach, state, high_school, emergency"
1123,0,"More specifically, they should be taught about current nutrition guidelines in their PE courses to address the obesity epidemic. Nutrition courses should be provided at 7th grade and again in secondary school (9-12).","school, healthy, food, class, student, job, teach, state, high_school, emergency"
1974,0,Understanding the what happens behind the scene with things that large companies that advertise and sell junk food should be made clear and aware to the public.,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
711,0,Legalize medical marijuana in all states. The only reason it's illegal was because of racism 20-30 years ago.,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
1964,0,"reform our educational system in a way that once someone enters high school (after their freshman year so they can get a feel for how school is) they are forced to choose whether they want to further pursue a college degree or enter the work force right out of school. After freshman year (beginning of sophomore year) each student will have to choose whether to branch off into a further educational process such as teaching more complex mathematics, sciences, and histories this type of path would be more suited for someone  wanting to continue their education past high school. On the contrary the second branch would be more workforce driven such as have classes to explore the different types of jobs available with a high school diploma, classes teaching everyday needs such as setting up insurance, saving money on groceries (smart Shopping), personal preventive care (how to take care of yourself and dependents), home ec classes, and also have different trade skills students could pursue in high school. There would be some overlay in subjects such as personal preventive care, job search techniques, and more. For far too long have I seen students in high school being taught math and science they never use in day to day activities when they don't even plan to go to college this education of these subjects to people who choose to enter the workforce waste so much time doing this that they have to wait and have no experience in how to get the jobs and once they do get the job they don't know how to do the required tasks in an adequate manner.","school, healthy, food, class, student, job, teach, state, high_school, emergency"
1914,0,such as early elective deliveries,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
1419,0,Coaches should take into consideration that not all students are athletic and not every child is at the same level. They should try to make everyone feel like welcome and not allow anyone to feel ashamed that they can't do what other more athletic kids can do.,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
1114,0,"There should be a predetermined weight measurement for males and females (considering heights, bone mass, family history) and if they were to be beyond it, they should pay a tax so that the incentive to remaining overweight/obese is removed.","school, healthy, food, class, student, job, teach, state, high_school, emergency"
1418,0,It would be cool if schools would put up nutrition and fact charts around the cafeteria or lunch line to show what the bad food does to them and what are the advantages of the healthy food.,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
1153,0,They could also take a little away from their insurance for every couple of pounds they are over weight.,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
949,0,bedside manner needs to learned and made a necessary requirement for graduating med school/nursing school/or any other health school,"school, healthy, food, class, student, job, teach, state, high_school, emergency"
1434,0,"I find it quite mind boggling to know that some people are selling generic brands of different medicines for example a type of medicine for cancer and shipping it to America being that, a women in china was labeled a fraud for smuggling drugs such as a drug for cancer and she has a lab in America and the medicine is made there and placed on shelves in the pharmacy's which is really sad so people really need to be careful with dealing with medicine now days getting the actual brand is more on the save side but as stated previously, you really have to pay careful attention now days because drugs that are smuggled in to America look like the exact pill quite scary but very informational to know the difference and be aware of the difference types of medicines to take for different reasons.","school, healthy, food, class, student, job, teach, state, high_school, emergency"
1719,0,"Like Ny is doing, regulate what people consume, i mean who really needs 3 64oz big gulps. But lets not have Govnt step in and do this, have business do it themselves and get a reward on tax break or something. For example how subway (yes NOT healthy) made apples and water along with the less fat/carb chips. It nothing big but its a start. So if other business would follow we could lead to a healthier America.  STOP SELLING TRIPLE BACON CHEESEBURGERS WENDYS!!   (but sooo tasty)","school, healthy, food, class, student, job, teach, state, high_school, emergency"
262,1,As well as the long-term effects of medication. Such as the psychological effects of prolonged use of ADHD medications.,"child, drug, bad, feel, fund, home, young, nation, payment, case"
349,1,I think that the field tests should be very practical because we learn by experience and not just by memorizing the books.,"child, drug, bad, feel, fund, home, young, nation, payment, case"
177,1,We could ask the stars and hope aliens hear us. Then we could ask them for health care and not to mention the technology upgrade we would get because of it.,"child, drug, bad, feel, fund, home, young, nation, payment, case"
476,1,Fund technology for pharmaceuticals to better enhances the treatment to a sickness,"child, drug, bad, feel, fund, home, young, nation, payment, case"
497,1,many food producing companies tell the full truth about their products but put it in words that the average consumer would not understand. Something should be done so that the average consumer knows these different terms.,"child, drug, bad, feel, fund, home, young, nation, payment, case"
1841,1,reduce the profitability of pharmaceutical drugs to drive the cost of medication down,"child, drug, bad, feel, fund, home, young, nation, payment, case"
1804,1,"Refusal of healthcare is tricky because once someone refuses healthcare, say if they got in a car accident, the unknown trauma can effect them later. So maybe having some sort of consultation regardless can possibly reduce long-term effects.","child, drug, bad, feel, fund, home, young, nation, payment, case"
