Line_Number,Dominant_Topic_Number,Sentences,Keywords_In_Dominant_Topic
1044,0,"Old people homes should be full of people who love what they do, to many times you hear of someone abusing the elderly who live there or stealing from them. there needs to be a better way to get these people out of there or not in there in the first place. they should get harsher punishments for abusing them to discourage other people from doing it","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1683,0,Doctors should have to pass a handwriting test prior to them being allowed to write prescriptions.  That could prevent thousands of mistakes and lives being lost,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
513,0,create punishments for refusing to visit regularly scheduled appointments without notice and rescheduling,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1045,0,"Pharmaceutical companies should not be aloud to make promises or incentives to the doctors to get them to  use there products, the drugs should be used because they work.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1429,0,"insurance should cover all surgeries if the surgeries are necessary/mandatory. i know that getting your tonsils out isn't covered by insurance because they find it isn't necessary, but for some cases it may be. they shouldn't be able to put a general NO to surgeries, it should be decided individually for each case.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1686,0,"Hospital workers don't necessarily need more money to be better, just to feel more appreciated by us.  Making someone feel appreciated could work better than just more money and people will feel like the work they do is worthwhile.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1428,0,maybe make a general app for smart phones that can be used to schedule appointments,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
503,0,"a first aid course should be mandatory for all jobs, not just those dealing with children.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1694,0,"I like the sounds of this, any ideas on who this would be approached? how do we keep the first time parent out of the ER cause the kid is crying louder? will there be enough providers to handle the mass workload from the ER? I would like to hear what you guys/gals have on this one, might be the most practical idea generated thus far.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
413,0,increase the stock of vaccinations in grocery stores and at other popular places with pharmacy sections,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
557,0,This should be an option towards their accreditation and license approval,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1099,0,It would be nice for everybody to have health insurance but I know many people who rarely go to the doctors.  Should they have to pay so much just for healthcare when they only visit for check ups?,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1748,0,I've heard in UK you get braces for free?! why cant US do that?,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1784,0,Keep doctors from always getting sued.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1143,0,Doctors need to assess their patients more carefully to prevent people from being prescribed medications that they abuse or don't need.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
308,0,Nurses should be required to know as much as a doctor that way they can be more useful whenever a doctor is not there.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
306,0,This way maybe more citizens would try to fix the flaws the healthcare system has.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1790,0,In most cases there are.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
302,0,"This is a good idea. If you have a minor cut that needs to be stitched and someone comes in with a limb cut off or something just as severe, they should get treatment first.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
301,0,they do this already. The medicine cannot be widely distributed if it has major side affects that make the patient worse.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1147,0,Having more doctors available could help this so that they have the time to really assess a patient instead of running around trying to get to everybody.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1148,0,This could be done by keeping the patient's insurance information confidential from the nurse by having another person designated for any insurance information/claims.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
293,0,Healthcare System should be talked about more than how it really is right now. Most people do not know much about the healthcare system and it should be known to them as it affects them.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
292,0,The doctors should be able to interact with the patients easily.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
289,0,It is more manageable to track down patients' medical records from computer than piles of copy paper.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1139,0,Nurses shouldn't determine how good they take care of their patients by their patients' insurance.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
288,0,Hospitals are actually going paperless so they are installing many computers and flat screens.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1152,0,"Agreed. A free drug test. If that drug test is failed, then they would have to wait an entire year to be able to apply for annual healthcare again. If the drug test is passed, then the first screening should be free.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1807,0,If someone refuses healthcare than we all should respect that individuals right.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
279,0,"I believe sick people should be treated at a doctors office so they could take up less room in the emergency room so the people with broken bones, severe chest pains, and serious stuff besides a cold or flu or whatever can be treated quicker.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1153,0,They could also take a little away from their insurance for every couple of pounds they are over weight.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
270,0,Cut off the expenses that are unnecessary,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1811,0,"In some sense I believe specialized care is key. At the same time, when you have 5 doctors in one room for a single patient, it's ridiculous/.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1812,0,"Emergency room services already have a priority system as it is, but I think that there should be an acute ER as well because when someone comes in with a head injury (possible concussion) or a fever...they're left there for a good 15-30 minutes because it may not seem like an emergency at the moment. Don't let a trauma 1 victim come in, because then everyone will be pushed back.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
262,0,As well as the long-term effects of medication. Such as the psychological effects of prolonged use of ADHD medications.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
259,0,Doctors could start making house calls again.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
258,0,"Require doctors or nurses to explain the specifics (side effects, etc.) of pharmaceuticals, as well as alternative medications to patients before prescribing them.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1814,0,I don't feel it's fair to those who are elderly and/or impaired can't afford a knee replacement or other related injuries to have to suffer. I think there should be some way that they are able to get the assistance they need.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1815,0,I love the idea that more places are transitioning to Electronic Medical Records (EMR) because it helps keep records more secure. I worked/volunteered at an office and I was able to just widely see the patient's information when I was putting paper work in. The only downside is the reliability of technology when computers act up at times.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1804,0,"Refusal of healthcare is tricky because once someone refuses healthcare, say if they got in a car accident, the unknown trauma can effect them later. So maybe having some sort of consultation regardless can possibly reduce long-term effects.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1782,0,Universal HealthCare sounds good if it were not for illegals using all of the resources.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
326,0,There should also be diversity in workers because it might be easier for patients to interact more with workers that are from same place. Increase diversity.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1779,0,A huge portion of nursing is people skills. I feel that an interviewing portion of the nursing SCHOOL application process would weed out those who don't have people skills.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1368,0,I was watching this show where the hospital was switching over to a new health care procedure when admitting patients to the ER. What i say was they were only allowed  an allotted time with the doctor/patient interaction and there was a script for protocol.The doctors felt like there wasn't enough time to thoroughly asses the patient and to for some type of contact to really understand the problem. With all that being said it could be where the healthcare system is going .,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1114,0,"There should be a predetermined weight measurement for males and females (considering heights, bone mass, family history) and if they were to be beyond it, they should pay a tax so that the incentive to remaining overweight/obese is removed.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1115,0,Emergency room services could be faster with more nurses and doctors tending to more patients thus reducing the amount of waiting room buildup.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1755,0,"A government watch on the healthcare system would be nice. I don't belive that their is an actuall government entity that looks over healthcare in general. I know the FDA does oversee it somewhat, but i believe that section is the only part where government can't step in, just in case it goes south, or they're doing something illegal.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1756,0,we pay a lot of money for doctors. The availability of them should increase.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1758,0,"the cost of lab reports, x-rays, pre screenings, all should be reduced.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1124,0,"Health care professionals should be on a rating system nationwide to ensure professionalism when dealing with patients. This could be online, like a ""ratemyprofessor"" type system which rates on several aspects of the professional. This way patients can look up their doctors online before choosing them, and automatically the standard for quality care will increase because of demand.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1761,0,"I also say give more responsibilties to nurses. Let them take control sometimes, just as long as their properly trained. I know most nurses with an MBA can pretty much do everything doctors can do, except prescribe medicine.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1126,0,tax the wealthy (350k annual income) at a 5% increase to reduce costs of simple procedures only,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
366,0,"this would not be quicker. it would be more stressful for doctors and nurses, and they would be in such a rush to get to every patient that they could miss minor details in a persons health that could be deadly.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
363,0,They can't download an affordable app if they don't have the device the app is available for. Not everyone owns an iphone or an android.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1130,0,"Also, similar to a ""ratemyprofessor"" website/system, there could be a national website similar to ""webmd.com"" in which one can check their symptoms and assess whether a doctor's visit is necessary to cut down on costs. The information being provided for the website will be accurate so as to narrow down other information that could conflict when searching for medical symptoms on the internet.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1132,0,Emergency room services should have the largest staff (more doctors) to properly assess each individual before turning them away.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1769,0,"yes this is true, nurses tend to have years of knowledge and prep for this kind of work","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1770,0,"More medical professional training. With the competitive and limited nature of nursing school, it becomes discouraging for those interested. If more and more nursing schools appeared, there would be more medical professionals as it pertains to nursing which would increase the volume. At the same time, that would cost more for people to stay, but with the principles of supply and demand, the more people that come in the hospital (not run away from the long emergency room lines) the less we'd have to pay for healthcare.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
350,0,A diverse environment inside hospitals would help people be more accepting with other races. It would help patients be friendly to people they have never interacted with.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
349,0,I think that the field tests should be very practical because we learn by experience and not just by memorizing the books.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
347,0,The people should be required to volunteer more hours in the hospitals so that they are experienced.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1133,0,There should be more small clinics built locally to reduce the build up in hospitals and larger doctors offices.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1772,0,Nurses to me already have a workload on them. They have a lot going on as it is. They do more in the sense that they're a caretaker. Doctors diagnose and such.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1773,0,very true,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
343,0,"Almost everyone has iphone or ipads or technology of some sort. They could use these technologies to help them have a healthy lifestyle. For example, they could download the apps in their phones which provide their BMI check up or weight check up for free. This could really help many from less hospitals visits.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1774,0,"We need to push more Nurse practitioners/Physician assistants before we push cheaper medical school. That is just how it is. Nurse practitioners do almost as much as a doctor would, yet it costs less to the hospital. The military healthcare system is shifting more towards to NP/PA route rather than doctors just due to the cost factor. It's cheaper to the hospital yet the NP/PA's get PAID.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
340,0,"I think this is a great idea, we will be saving trees and patients.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1776,0,"Educationally wise, we need to push more nurse practitioners and physician's assistance.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1777,0,"The idea of universal healthcare is a good idea, however seeing how people ""abuse"" that liberty in the military sense (as far as dependents go) if that was more widespread, it wouldn't be good for our economy.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1135,0,"It would be good if healthcare gave people a goal as well, such as reward people for being healthy, like along the lines of a certain health insurance company (I can't think of the name) that gives you a device to monitor how many steps you take and you get a small reward for so many steps achieved in a day/week. And this can be as small as a discount to doctor visits or how much you pay for health insurance","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
411,0,natural sources used for medicine is a good way to keep the body healthy,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
250,0,"I agree with your comment. Dietary medications is there as a fast way to lose weight. It is not the best way, or the most safe way to lose weight either. Its there to the people with the available resources to acquire such medications. Losing weight in gyms or by a diet is considered to be to slow. People fail to realize that losing weight via diet or exercise has many secondary benefits. Benefits you can't achieve by using medications","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
560,0,Urgent care facilities should not have a general starting visit rate above $100,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1015,0,"I agree. But if this were set to action, then I think doctors would be much more careful on what tests they would administer to the patients, thus saving themselves money and the patient money; it's a win-win situation.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1495,0,"I agree. But it would be hard because the patient may not take initiative and go exercise, like some patients sometimes skip medications, the patients might ""skip"" and not workout.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
901,0,mental institutes should feel more like home than a prison,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
795,0,"Yes, North Korea is threatening to bomb us. Some kind of vaccination will be really helpful.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
793,0,Have students studying to become doctors have stricter study schedules and internships available at all times.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1492,0,Prior to prescription drugs prescribed by the doctor like a large dose of some kind should only be prescribed once and only once especially drugs in the type 1 category like morphine or something of that nature sometimes patients abuse the privilege of taking high dose drugs and do other personal things with them.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1491,0,"maybe have 2 sections to the gym. an open floor where people who feel comfortable can workout on their own (still need doc note) and then a more private section where only a few people at a time can work out with a trained professional that can help them, or just for the privacy. but you have to make appointments for the private section.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
783,0,"Allow people to look at the results the doctor got and force the doctor to explain in detail what the stats mean. That way, people can decide on their own whether or not the medication they need is the one they are offering.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
782,0,"Start injecting a substance that turns bone into metal, yet still has the same effect as normal bones. That way, impossible to break your bone.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
773,0,Ban cigarettes by burning tobacco.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
772,0,"Destroy the current healthcare system and start up a new, free one.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1481,0,I agree many individuals get the medications and dont even use them or all of it. Returning the drug to the pharmacies is a good idea because most clients end up throwing their medications away or selling it.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
769,0,People who begin a healthier lifestyle or loose weight under the healthcare system should pay less for healthcare coverage.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
898,0,"if an individual, doctor or nurse, makes a medical error and it results in the death of a patient, that person should be punished heavily. the higher consequences would make the health care providers extra careful when treating patients","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
922,0,"instead of prescribing antibiotics all the time doctors should look for the true source of the problem, that will save money for everybody","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1478,0,"I would personally feel intimidated, because of such location, and I would also feel that the workplace would not be taken as serious as it should be if there were a floor dedicated to exercising.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1477,0,I would also like to build on for mental disabilities.Some or most facilities such as doctors offices or dentist offices may not have the coverage plan that the patient has. They should make an exception to them since they do have a disability and may not afford since they have other expenses to attend to.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
752,0,"Speed up STD results. Somebody could contract and STD, go in for an STD checkup, have unprotected sex, and THEN receive their results. That could suck for the other person.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1574,0,This is the point we can not be afraid of people or work that people do who actually want to help us. If this opinion would occur at more and more people we would live in a sick society and the doctors would become unemployed.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
749,0,Stop using nuclear energy. Use natural energy to create generators to keep people in hospitals alive such as wind and solar powered equipment or generators.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
931,0,doctors should charge the same price for a doctors visit,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
742,0,Virtual doctors with video chat would be a problem because actual doctors are needed to perform treatment to individuals.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
741,0,Create technology that allows doctors to preform tests on a patient to make sure they are healthy.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
739,0,"Stop selling cigarettes in general, there is no point to them anymore. They don't make people feel good, they just harm more than good.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
934,0,the doctors should get benefits if they handle emergency cases not cosmetic ones,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
935,0,"pharmaceutical companies should not be able to entice a doctor into using their product by promising them things, the doctors should use the drug because it works and is safe, and has gone threw all the procedures by the FDA with blind testing and things","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1586,0,General practitioners need a higher salary or else more and more doctors are going to specialize their field of study because the benefits are better. We don't want to run out of general practitioners,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
760,0,"It's definitely a good start. Since the world is watching how the US handles this problem of not having an established healthcare system, it should only get better.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1544,0,"so such as with the elderly, we should cut their benefits since they are deemed no longer useful to society? Or i guess we can have elected death panels with can decide what is or is not necessary. Only leading back to a socialist approach. These should also receive the first attention next to small children.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
807,0,and physically disabled,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1498,0,This would be hard to do since doctors and nurses also do have at home responsibilities. But it is probably that doctors to have an email and patients can regard any questions they have and send them an email.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
864,0,"technology could play a major role in preventing illnesses, diseases, etc. it wont fully eliminate it, but it would probably reduce it","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
